person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
J-755,Other,2000,unreported,HS/GED,Minneapolis,yes,Cashier,10.52,07/08/2016,Removed,06/04/2017,QA,Entered Employment,Online,23/04/2018,Project Manager,Foodsby,27.63,,,,
P-756,Female,1968,unreported,Graduate and Beyond,Eden Prairie,no,Team Member,12.99,14/02/2015,Withdrew,18/07/2015,UX,Entered Employment,Online,08/10/2015,Junior Developer,Bite Squad,24.80,05/07/2016,Temp Designer,Great North Labs,31.20
Y-757,Male,1976,unreported,Graduate and Beyond,Minneapolis,yes,Temp,11.44,28/08/2016,Withdrew,09/12/2016,UX,Health/Medical,Online,02/07/2017,Junior Developer,Bite Squad,29.73,,,,
J-758,Male,1952,unreported,Bachelors,Roseville,no,,12.36,12/04/2016,Removed,07/10/2016,QA,Entered Military,Online,12/04/2017,Temp Designer,Apple,28.85,,,,
S-759,Other,1962,unreported,Bachelors,Minneapolis,yes,Employee,15.42,27/05/2017,Graduated,23/01/2018,UX,Entered Employment,Online,10/04/2018,Designer,Bind Benefits,26.96,,,,
P-760,Male,1954,unreported,Some College,Plymouth,no,Associate,9.11,06/02/2017,Withdrew,08/06/2017,QA,Health/Medical,Classroom,11/01/2018,Designer,Aftercode,31.80,27/12/2018,IT Support,Bite Squad,27.16
T-761,Unreported,1994,yes,HS/GED,Minneapolis,no,Representative,11.53,13/06/2015,Removed,26/01/2016,IT Fundamentals,Entered Employment,Classroom,02/05/2016,Junior Designer,Merrill Corporation,25.22,,,,
Y-762,Female,1997,yes,Associates,Eden Prairie,no,Associate,15.01,26/04/2015,Removed,27/07/2015,UX,Institutionalized,Online,08/03/2016,Programmer,Code 42,28.61,07/03/2017,Temp Designer,Branch Messenger,31.77
M-763,Other,1983,unreported,Graduate and Beyond,Brooklyn Center,no,Team Member,15.43,27/04/2016,Removed,23/01/2017,UX,Entered Military,Classroom,05/06/2017,Web Developer,Branch Messenger,28.92,,,,
J-764,Unreported,1961,no,Associates,Brooklyn Center,yes,,15.81,15/04/2016,Graduated,12/10/2016,UX,Incarcerated,Online,04/12/2016,Web Developer,Nerdery,25.84,,,,
Y-765,Other,1959,unreported,Some College,Brooklyn Center,no,Temp,13.81,20/09/2015,Removed,15/12/2015,UX,Incarcerated,Classroom,21/11/2016,Programmer,Microsoft,30.23,,,,
M-766,Male,1969,unreported,HS/GED,St. Paul,no,Temp,9.46,18/03/2015,Removed,08/12/2015,QA,Entered Military,Online,12/08/2016,Developer,Bind Benefits,26.45,,,,
M-767,Female,1973,yes,Graduate and Beyond,Brooklyn Center,no,Employee,14.39,16/07/2016,Graduated,15/04/2017,IT Fundamentals,Incarcerated,Classroom,17/03/2018,Temp Developer,Osborn 370,28.66,,,,
T-768,Female,2001,no,Graduate and Beyond,Edina,no,Manager,13.91,27/05/2017,Removed,14/12/2017,IT Fundamentals,Entered Military,Classroom,14/03/2018,Project Manager,Foodsby,27.27,16/10/2018,Project Manager,Google,30.01
C-769,Unreported,1964,no,Associates,Roseville,yes,Temp,12.17,10/11/2017,Graduated,20/07/2018,QA,Enrolled in Additional Training,Classroom,20/11/2018,Temp Developer,Code 42,30.54,,,,
J-770,Female,2000,unreported,Bachelors,Brooklyn Center,yes,Support,15.04,19/03/2015,Graduated,10/07/2015,QA,Incarcerated,Classroom,17/07/2016,Programmer,Bright Health,31.06,28/05/2017,Temp Developer,Bite Squad,28.71
C-771,Unreported,1988,yes,Graduate and Beyond,Robbinsdale,no,Employee,10.64,06/03/2017,Graduated,15/06/2017,IT Fundamentals,Incarcerated,Online,16/11/2017,Temp Developer,Microsoft,27.07,,,,
P-772,Unreported,1961,yes,Some College,Plymouth,no,Associate,12.67,21/10/2015,Withdrew,01/06/2016,QA,Incarcerated,Online,24/08/2016,Developer,Branch Messenger,28.57,,,,
T-773,Other,1981,yes,Associates,St. Paul,yes,Manager,13.14,19/06/2015,Graduated,10/08/2015,UX,Institutionalized,Online,26/01/2016,Temp Developer,Branch Messenger,29.04,,,,
J-774,Female,1994,yes,Bachelors,Plymouth,yes,Team Member,15.42,05/04/2015,Removed,13/07/2015,UX,Incarcerated,Classroom,01/03/2016,Junior Developer,Osborn 370,26.35,,,,
Y-775,Male,1982,unreported,Some College,Plymouth,yes,Employee,13.36,06/08/2016,Removed,09/10/2016,IT Fundamentals,Entered Employment,Classroom,16/09/2017,Temp Developer,Osborn 370,26.13,,,,
J-776,Male,1989,yes,Associates,Brooklyn Center,yes,Team Member,13.73,06/01/2015,Removed,06/04/2015,QA,Enrolled in Additional Training,Classroom,02/09/2015,Web Developer,Nerdery,24.33,,,,
C-777,Male,1991,yes,Bachelors,Edina,yes,Team Member,12.47,01/10/2015,Graduated,14/03/2016,QA,Institutionalized,Online,23/04/2016,Programmer,Osborn 370,26.63,15/03/2017,Junior Designer,Aftercode,27.67
C-778,Unreported,1952,unreported,Associates,Edina,yes,Team Member,14.54,07/09/2015,Withdrew,07/03/2016,IT Fundamentals,Enrolled in Additional Training,Online,25/03/2017,Web Developer,Foodsby,31.49,,,,
Y-779,Other,1975,unreported,Graduate and Beyond,Eden Prairie,yes,Support,12.65,17/08/2016,Withdrew,24/05/2017,QA,Health/Medical,Online,15/03/2018,Developer,Aftercode,26.04,,,,
M-780,Male,1988,no,Associates,Robbinsdale,no,Associate,12.70,02/04/2016,Graduated,23/12/2016,IT Fundamentals,Incarcerated,Classroom,13/09/2017,Temp Designer,Great North Labs,29.06,,,,
J-781,Male,1986,yes,Bachelors,Edina,yes,Team Member,11.83,11/07/2015,Removed,04/01/2016,IT Fundamentals,Health/Medical,Online,11/08/2016,Temp Designer,Great North Labs,24.83,,,,
J-782,Other,1977,no,Some College,Roseville,no,Contractor,9.36,31/12/2016,Withdrew,10/03/2017,QA,Incarcerated,Classroom,01/10/2017,Junior Developer,Upsie,29.54,,,,
S-783,Other,2001,unreported,Associates,Edina,yes,Team Member,13.75,08/02/2017,Withdrew,22/06/2017,IT Fundamentals,Incarcerated,Classroom,09/11/2017,Designer,Google,31.32,,,,
M-784,Female,1993,no,Associates,Brooklyn Center,yes,Contractor,10.62,05/06/2017,Withdrew,08/10/2017,UX,Entered Employment,Online,21/11/2017,Web Developer,Code 42,30.51,,,,
J-785,Female,1992,unreported,Bachelors,Plymouth,yes,Employee,10.24,14/09/2017,Withdrew,23/05/2018,QA,Enrolled in Additional Training,Online,19/01/2019,Junior Developer,Branch Messenger,27.67,,,,
S-786,Other,1976,unreported,Associates,St. Paul,no,Representative,12.40,15/08/2015,Removed,12/03/2016,QA,Health/Medical,Online,09/03/2017,Developer,Google,30.40,,,,
M-787,Male,1951,no,Graduate and Beyond,Plymouth,no,Team Member,15.25,03/12/2016,Removed,16/08/2017,IT Fundamentals,Institutionalized,Online,20/02/2018,Project Manager,Bind Benefits,28.83,,,,
M-788,Female,1959,no,Bachelors,Brooklyn Center,yes,Support,13.45,12/03/2015,Removed,22/08/2015,QA,Incarcerated,Online,11/01/2016,Junior Designer,Branch Messenger,26.64,,,,
S-789,Other,1980,yes,HS/GED,St. Paul,yes,Contractor,12.46,25/03/2017,Withdrew,14/11/2017,UX,Enrolled in Additional Training,Classroom,27/12/2017,Project Manager,Apple,24.14,,,,
C-790,Female,1955,yes,Graduate and Beyond,Plymouth,yes,Temp,14.92,06/09/2015,Withdrew,07/05/2016,UX,Health/Medical,Online,15/01/2017,Web Developer,Branch Messenger,28.65,,,,
C-791,Male,1990,unreported,HS/GED,Minneapolis,no,Temp,11.17,25/09/2016,Graduated,16/04/2017,QA,Institutionalized,Online,11/03/2018,Temp Developer,Osborn 370,25.09,15/10/2018,Web Developer,Great North Labs,28.46
S-792,Female,1975,yes,Bachelors,St. Paul,no,Support,15.29,16/05/2017,Withdrew,20/08/2017,QA,Institutionalized,Online,24/10/2017,Temp Designer,Merrill Corporation,24.09,,,,
S-793,Other,1995,unreported,HS/GED,Roseville,yes,Manager,11.50,22/07/2017,Withdrew,04/01/2018,UX,Entered Military,Online,08/03/2018,Junior Engineer,Upsie,26.81,,,,
M-794,Other,1967,no,Bachelors,St. Paul,no,Representative,13.67,23/02/2016,Graduated,19/09/2016,UX,Incarcerated,Classroom,13/12/2016,Junior Developer,Code 42,24.83,,,,
T-795,Other,2001,yes,HS/GED,Brooklyn Center,no,Contractor,14.00,15/06/2017,Removed,25/08/2017,QA,Entered Military,Online,23/05/2018,Temp Designer,Merrill Corporation,27.77,26/07/2018,IT Support,Google,27.21
S-796,Female,1968,yes,HS/GED,Edina,yes,Representative,11.92,06/12/2015,Withdrew,25/06/2016,IT Fundamentals,Enrolled in Additional Training,Online,14/11/2016,Junior Designer,Great North Labs,24.46,24/06/2017,Temp Designer,Bind Benefits,25.68
Y-797,Female,1962,unreported,Graduate and Beyond,Robbinsdale,yes,Team Member,13.15,20/02/2015,Graduated,22/10/2015,QA,Enrolled in Additional Training,Classroom,07/11/2015,Junior Engineer,Bright Health,28.14,,,,
S-798,Male,1974,yes,HS/GED,Minneapolis,no,Associate,13.48,12/10/2017,Graduated,27/05/2018,UX,Entered Military,Classroom,,,,,,,,
J-799,Other,1962,yes,Some College,Brooklyn Center,no,Representative,10.50,26/03/2015,Withdrew,27/06/2015,QA,Institutionalized,Online,18/06/2016,Junior Developer,Bind Benefits,31.56,17/05/2017,Developer,Great North Labs,27.70
J-800,Female,1967,no,Associates,Robbinsdale,no,Support,15.35,09/11/2016,Withdrew,22/08/2017,IT Fundamentals,Institutionalized,Online,04/08/2018,Junior Developer,Google,26.36,,,,
J-801,Female,1976,no,HS/GED,Robbinsdale,no,Representative,9.98,11/04/2017,Graduated,23/09/2017,IT Fundamentals,Entered Employment,Online,,,,,,,,
C-802,Male,1959,unreported,HS/GED,St. Paul,yes,Manager,11.89,24/02/2017,Withdrew,10/06/2017,IT Fundamentals,Institutionalized,Classroom,23/07/2017,Temp Developer,Merrill Corporation,25.63,,,,
J-803,Female,1994,yes,Associates,Robbinsdale,yes,Employee,14.68,28/07/2015,Graduated,18/04/2016,UX,Enrolled in Additional Training,Classroom,27/03/2017,Programmer,Branch Messenger,25.75,,,,
C-804,Female,1984,no,Graduate and Beyond,Eden Prairie,no,Support,14.25,12/02/2015,Removed,24/04/2015,IT Fundamentals,Enrolled in Additional Training,Online,04/03/2016,Junior Developer,Bite Squad,25.38,,,,
M-805,Other,1971,yes,Bachelors,St. Paul,yes,Temp,11.94,06/12/2016,Removed,15/07/2017,IT Fundamentals,Health/Medical,Online,11/10/2017,Temp Developer,Osborn 370,30.70,,,,
P-806,Unreported,1992,unreported,Bachelors,Edina,yes,Manager,11.47,17/10/2017,Removed,06/01/2018,QA,Health/Medical,Classroom,,,,,,,,
Y-807,Female,1951,unreported,Graduate and Beyond,Robbinsdale,yes,Representative,10.72,05/07/2016,Graduated,21/11/2016,IT Fundamentals,Health/Medical,Online,25/12/2016,Developer,Bite Squad,30.41,10/11/2017,Developer,Aftercode,30.60
J-808,Other,1998,unreported,HS/GED,Plymouth,no,Team Member,13.49,06/12/2016,Withdrew,17/06/2017,UX,Institutionalized,Classroom,27/05/2018,IT Support,Apple,31.15,,,,
S-809,Female,1995,no,Bachelors,Edina,yes,Temp,11.80,14/03/2015,Withdrew,05/06/2015,IT Fundamentals,Incarcerated,Classroom,14/05/2016,Developer,Bright Health,27.86,,,,
J-810,Male,1998,yes,Bachelors,Minneapolis,yes,,13.29,03/07/2015,Removed,26/11/2015,IT Fundamentals,Health/Medical,Classroom,10/09/2016,Project Manager,Bright Health,28.89,,,,
S-811,Unreported,1989,no,HS/GED,St. Paul,no,Associate,12.15,18/05/2017,Withdrew,22/02/2018,QA,Institutionalized,Classroom,,,,,,,,
S-812,Other,1951,yes,Bachelors,Robbinsdale,yes,Cashier,9.91,08/02/2016,Withdrew,11/11/2016,IT Fundamentals,Incarcerated,Online,07/01/2017,Junior Designer,Code 42,29.01,,,,
P-813,Female,1976,yes,Associates,Roseville,yes,Team Member,13.98,20/04/2015,Withdrew,27/09/2015,QA,Enrolled in Additional Training,Online,13/04/2016,Temp Designer,Nerdery,27.56,,,,
T-814,Male,1977,unreported,HS/GED,Eden Prairie,no,Team Member,12.13,09/02/2017,Withdrew,15/06/2017,UX,Incarcerated,Classroom,14/01/2018,Developer,Osborn 370,25.42,,,,
M-815,Male,2000,no,Graduate and Beyond,Eden Prairie,no,Manager,9.18,15/02/2015,Graduated,14/06/2015,QA,Entered Military,Online,24/12/2015,Designer,Google,24.51,,,,
P-816,Male,1979,yes,Some College,Plymouth,yes,Associate,10.49,16/05/2015,Removed,15/09/2015,QA,Enrolled in Additional Training,Classroom,04/06/2016,Web Developer,Great North Labs,30.03,05/12/2016,Designer,Apple,28.08
Y-817,Unreported,1959,yes,HS/GED,Eden Prairie,no,Manager,10.50,08/01/2017,Graduated,19/06/2017,UX,Institutionalized,Online,01/07/2017,Temp Designer,Apple,31.41,,,,
Y-818,Unreported,1993,unreported,Bachelors,Minneapolis,no,Representative,12.26,11/01/2016,Withdrew,16/10/2016,UX,Health/Medical,Classroom,08/02/2017,Programmer,Microsoft,29.76,,,,
M-819,Other,1954,unreported,Some College,St. Paul,no,Supervisor,9.23,16/07/2015,Graduated,03/01/2016,UX,Entered Employment,Online,21/08/2016,Designer,Apple,29.21,22/02/2017,Programmer,Bright Health,26.05
T-820,Female,1958,unreported,Some College,Brooklyn Center,yes,Associate,14.32,14/02/2017,Graduated,26/10/2017,UX,Entered Employment,Online,06/02/2018,Web Developer,Osborn 370,31.01,,,,
T-821,Unreported,1959,no,Some College,Minneapolis,yes,Temp,14.42,26/01/2017,Graduated,05/03/2017,UX,Incarcerated,Online,18/12/2017,Project Manager,Bite Squad,27.41,,,,
T-822,Female,1982,yes,Some College,Plymouth,no,Contractor,11.77,12/12/2015,Withdrew,07/04/2016,QA,Health/Medical,Classroom,26/11/2016,Junior Designer,Microsoft,26.33,,,,
M-823,Other,1987,no,HS/GED,Eden Prairie,yes,,11.93,07/09/2015,Withdrew,04/04/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,13/11/2016,Web Developer,Code 42,27.00,26/12/2017,Junior Engineer,Loup Ventures,29.88
Y-824,Male,1971,no,Graduate and Beyond,Roseville,yes,,11.48,11/01/2015,Graduated,16/06/2015,UX,Entered Military,Online,07/12/2015,Temp Developer,Apple,29.27,,,,
P-825,Male,1975,unreported,Graduate and Beyond,Brooklyn Center,yes,Supervisor,10.67,13/12/2017,Graduated,18/09/2018,IT Fundamentals,Incarcerated,Online,16/01/2019,Temp Developer,Bite Squad,29.82,,,,
Y-826,Female,1990,unreported,Graduate and Beyond,Edina,yes,Support,14.46,21/10/2016,Withdrew,15/06/2017,UX,Enrolled in Additional Training,Classroom,14/01/2018,Web Developer,Loup Ventures,29.43,15/06/2018,Project Manager,Branch Messenger,24.65
J-827,Male,1990,yes,Associates,St. Paul,no,Team Member,11.86,19/12/2016,Graduated,22/07/2017,QA,Incarcerated,Online,23/11/2017,Project Manager,Upsie,24.44,,,,
P-828,Female,1967,yes,Associates,Roseville,no,Temp,13.44,19/02/2016,Withdrew,24/09/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,09/06/2017,Junior Designer,Nerdery,27.18,,,,
P-829,Male,1968,unreported,Graduate and Beyond,Edina,no,Supervisor,15.65,01/08/2016,Removed,08/11/2016,IT Fundamentals,Institutionalized,Classroom,06/07/2017,Junior Developer,Nerdery,27.36,13/04/2018,Project Manager,Branch Messenger,28.69
C-830,Other,1986,unreported,Bachelors,Eden Prairie,yes,Cashier,10.12,14/12/2017,Withdrew,19/09/2018,QA,Enrolled in Additional Training,Online,10/07/2019,Junior Designer,Loup Ventures,28.12,,,,
S-831,Female,1960,no,Some College,Minneapolis,no,Representative,10.91,26/06/2016,Withdrew,09/08/2016,IT Fundamentals,Incarcerated,Classroom,25/11/2016,IT Support,Merrill Corporation,31.29,,,,
M-832,Female,1974,unreported,Associates,Brooklyn Center,yes,Supervisor,12.91,29/09/2017,Removed,05/12/2017,UX,Health/Medical,Classroom,16/01/2018,Temp Developer,Bright Health,27.39,,,,
J-833,Female,1979,unreported,Bachelors,Edina,yes,Support,10.52,27/10/2015,Removed,25/03/2016,IT Fundamentals,Health/Medical,Classroom,26/06/2016,Junior Developer,Foodsby,24.01,,,,
J-834,Female,1953,yes,Graduate and Beyond,Minneapolis,no,Support,12.09,28/06/2015,Graduated,24/01/2016,IT Fundamentals,Entered Employment,Online,05/10/2016,Temp Developer,Bind Benefits,26.52,,,,
Y-835,Male,1958,yes,Some College,Minneapolis,no,Temp,10.36,12/06/2017,Removed,03/02/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,06/04/2018,Junior Designer,Branch Messenger,25.12,,,,
Y-836,Unreported,1999,unreported,Some College,St. Paul,yes,Supervisor,10.11,17/07/2015,Withdrew,05/10/2015,UX,Entered Military,Classroom,09/06/2016,Developer,Google,29.94,24/12/2016,Web Developer,Code 42,26.32
M-837,Male,1971,no,Some College,Minneapolis,yes,Manager,11.30,22/10/2017,Graduated,19/05/2018,QA,Incarcerated,Online,09/04/2019,Designer,Aftercode,30.53,,,,
P-838,Male,1982,yes,Associates,Brooklyn Center,no,Temp,10.04,01/04/2017,Removed,04/06/2017,UX,Health/Medical,Classroom,02/07/2017,Programmer,Great North Labs,25.03,,,,
C-839,Other,1973,no,Associates,Eden Prairie,no,Team Member,12.00,08/05/2015,Removed,21/02/2016,QA,Health/Medical,Online,08/06/2016,Junior Developer,Branch Messenger,27.35,,,,
T-840,Other,1984,no,HS/GED,Edina,no,Temp,15.71,11/11/2016,Withdrew,17/05/2017,IT Fundamentals,Incarcerated,Classroom,08/08/2017,Junior Designer,Osborn 370,31.60,,,,
J-841,Female,1965,no,Some College,Brooklyn Center,no,Cashier,14.44,18/01/2015,Withdrew,02/05/2015,UX,Entered Employment,Classroom,15/12/2015,Designer,Loup Ventures,24.86,,,,
Y-842,Other,1971,yes,Graduate and Beyond,Robbinsdale,yes,Associate,13.33,13/04/2016,Graduated,28/08/2016,QA,Institutionalized,Online,22/03/2017,Junior Engineer,Bite Squad,26.80,,,,
P-843,Male,1962,yes,Bachelors,Plymouth,no,Cashier,15.43,03/04/2016,Withdrew,26/07/2016,QA,Entered Military,Classroom,22/10/2016,Temp Developer,Foodsby,27.09,,,,
Y-844,Unreported,1999,yes,Bachelors,Edina,yes,Temp,12.39,29/07/2015,Graduated,02/12/2015,IT Fundamentals,Enrolled in Additional Training,Online,03/02/2016,Temp Designer,Bind Benefits,24.01,07/12/2016,Designer,Merrill Corporation,31.30
Y-845,Other,1998,yes,HS/GED,Minneapolis,yes,Employee,12.80,28/05/2015,Removed,25/12/2015,QA,Health/Medical,Online,19/10/2016,Project Manager,Great North Labs,31.08,,,,
C-846,Other,1974,yes,HS/GED,St. Paul,no,Team Member,15.65,08/02/2016,Removed,11/04/2016,UX,Entered Employment,Online,22/06/2016,Programmer,Branch Messenger,31.36,,,,
C-847,Female,1953,unreported,HS/GED,Eden Prairie,no,Support,13.66,15/12/2016,Removed,16/02/2017,QA,Enrolled in Additional Training,Classroom,18/07/2017,Temp Developer,Foodsby,31.45,,,,
M-848,Female,1985,no,Some College,Edina,no,,11.14,29/05/2015,Graduated,07/11/2015,IT Fundamentals,Health/Medical,Online,24/07/2016,Developer,Google,30.39,,,,
C-849,Unreported,2000,yes,Bachelors,Plymouth,no,Supervisor,14.92,19/08/2015,Withdrew,17/12/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,21/07/2016,Temp Developer,Merrill Corporation,31.13,,,,
T-850,Unreported,1980,yes,Graduate and Beyond,Robbinsdale,yes,Employee,11.29,23/01/2017,Withdrew,28/08/2017,UX,Incarcerated,Classroom,24/02/2018,Programmer,Osborn 370,31.06,,,,
S-851,Other,1964,unreported,Some College,Plymouth,no,Temp,10.93,15/06/2016,Withdrew,17/03/2017,IT Fundamentals,Entered Employment,Classroom,27/02/2018,IT Support,Google,24.97,24/02/2019,Project Manager,Upsie,27.02
Y-852,Female,1982,no,Some College,Plymouth,yes,Temp,9.73,11/01/2015,Graduated,26/04/2015,QA,Entered Employment,Classroom,03/08/2015,Junior Developer,Nerdery,27.00,,,,
Y-853,Unreported,1955,no,Bachelors,St. Paul,yes,Support,15.10,23/05/2016,Removed,18/08/2016,UX,Incarcerated,Online,09/01/2017,Temp Developer,Code 42,29.79,,,,
T-854,Other,2000,unreported,HS/GED,St. Paul,yes,Temp,15.73,24/05/2015,Withdrew,16/12/2015,IT Fundamentals,Entered Employment,Online,26/04/2016,Web Developer,Foodsby,25.80,,,,
J-855,Unreported,1993,unreported,Bachelors,Roseville,no,Supervisor,13.08,17/02/2015,Graduated,18/09/2015,UX,Incarcerated,Online,03/05/2016,Temp Developer,Apple,28.43,,,,
S-856,Unreported,1974,no,Some College,Plymouth,no,Temp,9.10,27/02/2017,Withdrew,13/06/2017,QA,Enrolled in Additional Training,Classroom,,,,,,,,
J-857,Male,1989,no,Bachelors,Brooklyn Center,no,Employee,13.51,05/05/2016,Withdrew,27/11/2016,QA,Enrolled in Additional Training,Online,02/09/2017,Programmer,Merrill Corporation,31.94,,,,
C-858,Male,1997,no,Graduate and Beyond,Minneapolis,yes,Temp,9.07,22/12/2015,Removed,22/09/2016,IT Fundamentals,Incarcerated,Online,21/06/2017,Developer,Bright Health,30.13,28/07/2017,Developer,Great North Labs,29.87
J-859,Unreported,1981,unreported,Associates,Minneapolis,no,Manager,12.63,01/07/2016,Graduated,17/09/2016,QA,Health/Medical,Classroom,09/01/2017,Temp Developer,Bright Health,29.78,,,,
J-860,Female,1999,no,Associates,Robbinsdale,no,Manager,13.88,18/01/2017,Withdrew,04/04/2017,UX,Entered Employment,Online,28/02/2018,Temp Developer,Google,24.81,,,,
Y-861,Unreported,1980,unreported,Associates,Edina,yes,Temp,13.35,21/11/2015,Graduated,23/06/2016,IT Fundamentals,Health/Medical,Online,23/06/2017,Temp Developer,Bite Squad,25.37,,,,
S-862,Female,1986,no,Bachelors,Plymouth,no,Contractor,10.06,26/05/2017,Withdrew,14/11/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,22/02/2018,Junior Designer,Apple,25.68,,,,
T-863,Unreported,1979,unreported,Bachelors,Robbinsdale,yes,Contractor,13.22,20/09/2015,Withdrew,28/04/2016,IT Fundamentals,Enrolled in Additional Training,Online,11/05/2016,Junior Developer,Osborn 370,30.51,01/11/2016,Temp Designer,Aftercode,27.70
M-864,Other,1998,unreported,Some College,Robbinsdale,no,Team Member,12.02,27/06/2017,Withdrew,27/10/2017,IT Fundamentals,Institutionalized,Online,08/05/2018,IT Support,Bind Benefits,24.23,,,,
J-865,Other,1981,no,Associates,Edina,no,Supervisor,12.89,30/10/2015,Withdrew,17/02/2016,IT Fundamentals,Institutionalized,Online,04/01/2017,Programmer,Bright Health,24.78,,,,
J-866,Unreported,1988,unreported,Associates,Robbinsdale,no,Team Member,9.82,09/11/2015,Withdrew,09/04/2016,UX,Institutionalized,Online,13/12/2016,Designer,Nerdery,29.72,28/04/2017,Project Manager,Google,29.90
C-867,Male,1994,yes,HS/GED,Roseville,yes,Representative,9.22,01/03/2015,Graduated,09/12/2015,QA,Health/Medical,Classroom,10/10/2016,Temp Developer,Code 42,27.17,01/07/2017,Junior Developer,Foodsby,24.27
T-868,Male,1996,yes,Some College,St. Paul,no,Temp,14.91,16/07/2016,Withdrew,28/04/2017,QA,Health/Medical,Classroom,27/06/2017,Junior Designer,Bright Health,26.54,,,,
P-869,Male,1958,yes,Some College,St. Paul,no,Temp,11.67,23/05/2016,Graduated,03/02/2017,IT Fundamentals,Entered Employment,Online,11/09/2017,Programmer,Microsoft,29.02,,,,
J-870,Unreported,1998,unreported,Some College,Minneapolis,yes,Manager,13.44,06/12/2017,In Training,,UX,,Online,,,,,,,,
C-871,Other,1991,unreported,Some College,Brooklyn Center,no,Supervisor,9.64,10/12/2017,Withdrew,11/03/2018,IT Fundamentals,Health/Medical,Online,04/05/2018,Web Developer,Merrill Corporation,30.88,,,,
S-872,Male,1958,yes,HS/GED,Robbinsdale,yes,Associate,11.02,21/05/2015,Removed,16/10/2015,UX,Institutionalized,Classroom,04/12/2015,Junior Developer,Apple,31.77,,,,
M-873,Female,1984,no,Bachelors,St. Paul,yes,Representative,9.57,11/03/2015,Removed,11/07/2015,UX,Entered Employment,Online,12/11/2015,Junior Engineer,Great North Labs,24.29,,,,
T-874,Unreported,1983,yes,Some College,Robbinsdale,yes,Temp,9.80,27/01/2016,Withdrew,25/08/2016,IT Fundamentals,Entered Employment,Classroom,13/01/2017,Designer,Bind Benefits,31.13,,,,
P-875,Male,1977,no,HS/GED,Minneapolis,yes,Temp,15.75,21/12/2016,Withdrew,08/03/2017,IT Fundamentals,Incarcerated,Classroom,14/04/2017,Web Developer,Bind Benefits,30.09,,,,
S-876,Male,1999,no,Graduate and Beyond,Eden Prairie,no,Team Member,12.88,04/08/2016,Graduated,19/01/2017,QA,Entered Employment,Classroom,05/09/2017,Designer,Apple,30.56,,,,
Y-877,Male,1956,unreported,HS/GED,Brooklyn Center,yes,Contractor,14.00,05/11/2016,Removed,13/05/2017,QA,Incarcerated,Classroom,15/11/2017,Designer,Nerdery,27.26,22/12/2017,Designer,Great North Labs,30.51
S-878,Female,1961,unreported,Some College,Robbinsdale,no,Contractor,15.69,11/01/2015,Removed,11/08/2015,IT Fundamentals,Entered Military,Online,19/06/2016,Programmer,Microsoft,28.45,,,,
S-879,Other,1985,yes,HS/GED,St. Paul,no,Cashier,10.84,16/10/2017,Graduated,07/07/2018,UX,Enrolled in Additional Training,Online,10/01/2019,Project Manager,Nerdery,31.71,20/01/2020,Web Developer,Foodsby,30.65
J-880,Unreported,1993,unreported,Bachelors,Plymouth,yes,Representative,10.90,25/12/2015,Withdrew,19/08/2016,IT Fundamentals,Entered Employment,Online,07/07/2017,Developer,Bite Squad,24.01,,,,
T-881,Male,1950,no,Bachelors,Minneapolis,yes,Manager,13.42,30/03/2015,Removed,05/10/2015,IT Fundamentals,Incarcerated,Online,02/05/2016,Junior Engineer,Bright Health,24.06,,,,
P-882,Other,1980,yes,Graduate and Beyond,Edina,no,Associate,11.72,12/05/2015,Removed,16/01/2016,QA,Institutionalized,Online,01/11/2016,Temp Developer,Aftercode,29.31,,,,
P-883,Male,1967,no,Associates,St. Paul,no,Representative,13.84,05/03/2016,Withdrew,11/07/2016,IT Fundamentals,Incarcerated,Online,07/11/2016,Junior Engineer,Loup Ventures,28.34,12/08/2017,IT Support,Great North Labs,31.44
C-884,Male,1998,no,Graduate and Beyond,Edina,no,Associate,15.80,07/06/2017,Withdrew,09/02/2018,QA,Health/Medical,Classroom,,,,,,,,
P-885,Unreported,1988,unreported,Bachelors,Plymouth,no,Temp,10.12,14/09/2016,Removed,28/05/2017,QA,Enrolled in Additional Training,Classroom,27/07/2017,Designer,Bind Benefits,26.47,,,,
S-886,Female,1999,no,Some College,St. Paul,no,Team Member,12.30,26/06/2015,Graduated,13/02/2016,QA,Enrolled in Additional Training,Online,12/06/2016,Designer,Code 42,27.14,,,,
P-887,Female,1998,no,Bachelors,Minneapolis,no,Cashier,14.72,02/03/2017,Removed,18/06/2017,UX,Health/Medical,Classroom,01/07/2018,Project Manager,Microsoft,27.56,,,,
C-888,Unreported,1997,no,Graduate and Beyond,Plymouth,no,Employee,14.34,16/02/2015,Withdrew,14/04/2015,IT Fundamentals,Entered Military,Classroom,26/12/2015,Designer,Merrill Corporation,26.11,,,,
